GenbankID,GeneName,GeneCategory,Replicate,8,6
148832047,TerC,Metal Resistance,1,9.1257,NA
118051342,ChrA,Metal Resistance,1,9.8408,8.9682
152983076,silC,Metal Resistance,1,9.4325,9.2711
91978111,czcA,Metal Resistance,1,9.7054,8.5413
157364688,ChrA,Metal Resistance,1,10.1765,9.5702
94311453,ChrA,Metal Resistance,1,9.8777,NA
2052182,mer,Metal Resistance,1,8.8928,8.3784
115520594,czcA,Metal Resistance,1,8.7498,NA
116754215,CopA,Metal Resistance,1,9.3262,NA
110336200,TerC,Metal Resistance,1,9.2026,8.9915
134266357,Al,Metal Resistance,1,9.8971,8.2575
111619185,ZntA,Metal Resistance,1,9.0612,NA
90411492,nreB,Metal Resistance,1,10.2598,8.3846
94483091,arsB,Metal Resistance,1,9.5251,8.6714
114340168,CopA,Metal Resistance,1,9.8761,8.8273
126709357,CopA,Metal Resistance,1,9.9769,9.3275
7210994,TerZ,Metal Resistance,1,8.5379,NA
116612750,CopA,Metal Resistance,1,9.8411,9.1916
66043921,CopA,Metal Resistance,1,9.0937,8.4835
71906817,czcA,Metal Resistance,1,10.1189,9.8966
83846568,ChrA,Metal Resistance,1,9.2909,8.7744
89899662,CopA,Metal Resistance,1,8.7868,8.9071
56311794,ZntA,Metal Resistance,1,9.3669,NA
71735201,ZntA,Metal Resistance,1,9.0046,NA
121517074,czcD,Metal Resistance,1,8.7972,NA
83577923,TerC,Metal Resistance,1,8.6436,8.7687
146410775,CadA,Metal Resistance,1,8.8087,NA
134052085,CopA,Metal Resistance,1,9.2586,9.9624
111023709,TerC,Metal Resistance,1,9.8219,8.9526
158113526,TerZ,Metal Resistance,1,9.1399,8.9791
41398796,czcD,Metal Resistance,1,9.3337,8.9041
156527202,ChrA,Metal Resistance,1,8.7627,NA
62425567,czcD,Metal Resistance,1,9.3125,9.4953
86166949,ZntA,Metal Resistance,1,8.791,8.6669
76874183,SilA,Metal Resistance,1,9.5977,8.3204
28476428,czcD,Metal Resistance,1,8.7891,NA
158331546,ChrA,Metal Resistance,1,10.4419,9.6792
124497680,czcD,Metal Resistance,1,9.5362,9.1686
110285689,nreB,Metal Resistance,1,8.5714,NA
85707014,czcA,Metal Resistance,1,10.1452,8.6946
113897676,TerC,Metal Resistance,1,9.7423,9.0489
48927357,silC,Metal Resistance,1,9.3834,8.5768
94994140,czcD,Metal Resistance,1,9,NA
145228503,ChrA,Metal Resistance,1,9.9795,8.6072
77019684,czcD,Metal Resistance,1,9.8008,8.3348
116612264,TerC,Metal Resistance,1,9.1369,8.6736
56419942,czcD,Metal Resistance,1,8.9415,8.6625
89056342,CopA,Metal Resistance,1,9.7136,9.2207
66044063,TerZ,Metal Resistance,1,8.8776,8.697
116050225,arsB,Metal Resistance,1,8.8708,NA
126464359,ChrA,Metal Resistance,1,11.265,11.0894
126434044,arsB,Metal Resistance,1,11.3671,8.4396
91975984,CopA,Metal Resistance,1,9.1503,9.261
74318062,CopA,Metal Resistance,1,9.3686,8.5796
93355795,czcA,Metal Resistance,1,8.9479,NA
56478065,ChrA,Metal Resistance,1,10.1093,9.4165
117998472,TehB,Metal Resistance,1,9.5943,9.2871
157960370,czcA,Metal Resistance,1,9.8754,NA
67158454,czcA,Metal Resistance,1,8.4001,8.1861
121594700,silC,Metal Resistance,1,10.0784,10.7147
54022124,ZntA,Metal Resistance,1,9.07,8.8035
88191351,arsB,Metal Resistance,1,9.2804,NA
117925649,CopA,Metal Resistance,1,10.9192,10.2181
75704158,CopA,Metal Resistance,1,9.196,9.6605
149811120,mer,Metal Resistance,1,9.5916,8.1083
149734491,ChrA,Metal Resistance,1,9.1884,9.5537
151575135,CopA,Metal Resistance,1,9.9372,8.9369
124363594,CopA,Metal Resistance,1,11.1982,11.3901
9965435,CopA,Metal Resistance,1,9.0978,NA
126628241,CopA,Metal Resistance,1,11.1805,10.2814
89199977,TerZ,Metal Resistance,1,9.5733,NA
150006666,ArsC,Metal Resistance,1,8.873,8.5999
106764027,CopA,Metal Resistance,1,8.6704,8.6251
67156784,czcD,Metal Resistance,1,8.7429,NA
21110586,czcA,Metal Resistance,1,8.9045,8.392
88925949,ZntA,Metal Resistance,1,8.9143,NA
118027568,ChrA,Metal Resistance,1,9.5134,8.7901
117985945,silC,Metal Resistance,1,10.0178,10.5275
69301665,CopA,Metal Resistance,1,8.7512,7.9911
118570372,czcD,Metal Resistance,1,10.2116,8.9858
39935125,czcA,Metal Resistance,1,9.9183,9.6904
84690192,czcD,Metal Resistance,1,10.7405,10.3688
56314320,ArsC,Metal Resistance,1,9.4267,8.8234
156190103,CopA,Metal Resistance,1,9.3916,8.7633
157682520,CopA,Metal Resistance,1,11.1936,11.2816
152981838,ChrA,Metal Resistance,1,8.8409,9.0019
108758817,TerC,Metal Resistance,1,9.5837,8.4006
126709599,CadA,Metal Resistance,1,9.8965,10.1109
108467099,czcD,Metal Resistance,1,8.8288,NA
88791015,czcD,Metal Resistance,1,8.6471,NA
106895553,ChrA,Metal Resistance,1,9.2635,NA
94554604,czcD,Metal Resistance,1,8.6173,NA
67938332,CopA,Metal Resistance,1,8.71,NA
154253806,czcA,Metal Resistance,1,8.5457,NA
78518060,czcD,Metal Resistance,1,8.9411,NA
112803449,CopA,Metal Resistance,1,10.0319,9.5772
116107300,ZntA,Metal Resistance,1,9.6874,NA
118029783,ChrA,Metal Resistance,1,11.1111,10.5632
84519016,Al,Metal Resistance,1,8.4775,8.4377
118467908,CadA,Metal Resistance,1,11.4343,11.2447
84386611,CadA,Metal Resistance,1,10.1043,9.199
118072880,czcD,Metal Resistance,1,10.879,10.5247
116252631,ArsC,Metal Resistance,1,9.805,9.0681
88864142,ArsC,Metal Resistance,1,8.6394,NA
89902406,czcD,Metal Resistance,1,8.966,8.9833
89093170,ZntA,Metal Resistance,1,11.2653,NA
110600695,mer,Metal Resistance,1,9.5729,9.0969
145592737,czcD,Metal Resistance,1,9.7582,9.3373
77359534,SilA,Metal Resistance,1,9.6308,8.4955
146407002,cnrA,Metal Resistance,1,9.3253,8.2543
134299385,CadA,Metal Resistance,1,8.5052,NA
116050383,ZntA,Metal Resistance,1,8.9602,8.8768
151563940,ChrA,Metal Resistance,1,9.208,8.9421
16119768,mer,Metal Resistance,1,9.7775,NA
115352641,ChrA,Metal Resistance,1,10.9595,8.9948
134132818,ChrA,Metal Resistance,1,10.1621,9.6086
134300814,CopA,Metal Resistance,1,10.5162,10.0404
52306995,ZntA,Metal Resistance,1,9.2054,8.3484
89336704,ZntA,Metal Resistance,1,11.2981,11.5664
157164265,CopA,Metal Resistance,1,10.619,9.9617
118029486,ArsC,Metal Resistance,1,8.7717,8.4313
18076028,mer,Metal Resistance,1,9.2693,NA
118589390,CopA,Metal Resistance,1,10.2327,10.3387
119876704,TerC,Metal Resistance,1,8.8064,NA
111279206,TerC,Metal Resistance,1,9.1121,NA
119951819,nreB,Metal Resistance,1,10.0253,8.2489
115524425,czcD,Metal Resistance,1,9.5487,8.6232
116098081,cadBD,Metal Resistance,1,8.4942,8.6006
8246808,TerD,Metal Resistance,1,8.9621,8.2606
95111342,ArsC,Metal Resistance,1,9.3339,8.2068
149807255,CadA,Metal Resistance,1,8.7602,8.8614
22295747,Al,Metal Resistance,1,8.9511,NA
37962809,ChrA,Metal Resistance,1,8.6073,NA
90206686,TerC,Metal Resistance,1,10.5674,9.1088
50950964,CopA,Metal Resistance,1,9.1201,8.7049
152030504,czcA,Metal Resistance,1,8.9877,NA
78518459,czcA,Metal Resistance,1,10.6674,NA
120594177,ChrA,Metal Resistance,1,8.7341,NA
110647328,czcA,Metal Resistance,1,9.3629,NA
75907348,ZntA,Metal Resistance,1,8.4294,8.4115
146398884,czcA,Metal Resistance,1,8.6346,9.2427
91708977,CopA,Metal Resistance,1,9.2747,8.8228
56911395,czcD,Metal Resistance,1,9.1594,NA
126668419,TerZ,Metal Resistance,1,8.5347,NA
116622615,ZntA,Metal Resistance,1,10.3906,9.7335
134096397,silP,Metal Resistance,1,9.015,NA
54027002,TerZ,Metal Resistance,1,9.271,NA
116183260,TerC,Metal Resistance,1,9.2074,NA
119876377,czcD,Metal Resistance,1,9.129,8.753
35214621,ZntA,Metal Resistance,1,10.8473,10.1924
113460780,TerZ,Metal Resistance,1,8.811,8.3286
110596807,CopA,Metal Resistance,1,9.0092,8.6165
119943731,ArsC,Metal Resistance,1,10.7039,8.7446
19551632,ZntA,Metal Resistance,1,8.6545,NA
88698535,czcA,Metal Resistance,1,8.6182,8.2463
146407056,czcA,Metal Resistance,1,9.0825,8.4355
68344813,ChrA,Metal Resistance,1,8.5745,NA
119386067,czcD,Metal Resistance,1,8.8853,NA
78485771,czcD,Metal Resistance,1,9.4572,9.121
108805480,ChrA,Metal Resistance,1,9.0152,8.1949
154250811,czcA,Metal Resistance,1,8.4961,8.2845
27380049,czcD,Metal Resistance,1,9.2655,NA
114335935,metC,Metal Resistance,1,9.7289,10.2484
119526155,mer,Metal Resistance,1,8.8792,NA
152971348,ArsC,Metal Resistance,1,10.2668,9.6836
113876425,czcD,Metal Resistance,1,9.0068,NA
10640685,merP,Metal Resistance,1,9.0946,9.7605
84503520,ChrA,Metal Resistance,1,10.2496,8.8225
83576301,silC,Metal Resistance,1,10.0447,9.1498
1353678,CopA,Metal Resistance,1,8.6401,8.1985
83848763,ZntA,Metal Resistance,1,9.0626,NA
99030337,nreB,Metal Resistance,1,8.891,8.1354
76883336,ZntA,Metal Resistance,1,8.7683,NA
15224717,pbrA,Metal Resistance,1,10.0048,9.2137
71908949,czcD,Metal Resistance,1,8.4942,NA
115422909,ArsC,Metal Resistance,1,8.881,NA
117998354,czcA,Metal Resistance,1,9.8343,9.5019
150955842,TehB,Metal Resistance,1,11.0359,10.0571
55229277,CopA,Metal Resistance,1,8.9973,8.9014
68229335,TerZ,Metal Resistance,1,8.4133,NA
91692048,czcA,Metal Resistance,1,10.0065,8.8224
157408039,CopA,Metal Resistance,1,8.9837,8.4108
110600625,ChrA,Metal Resistance,1,9.5226,NA
113733457,CopA,Metal Resistance,1,8.602,NA
114798897,czcA,Metal Resistance,1,10.8274,9.7778
88916675,TerC,Metal Resistance,1,9.3362,9.4388
50120325,CusF,Metal Resistance,1,8.9563,8.5301
110623052,arsB,Metal Resistance,1,8.8066,8.4038
90590062,czcA,Metal Resistance,1,8.8611,8.3629
60493153,czcA,Metal Resistance,1,9.737,9.5995
28855646,CadA,Metal Resistance,1,9.7109,9.3064
68518471,czcD,Metal Resistance,1,9.179,8.5255
118051341,ChrA,Metal Resistance,1,8.6603,8.2128
63258768,ZntA,Metal Resistance,1,9.7969,8.5045
26992063,SilA,Metal Resistance,1,9.9324,9.4004
134096396,SilA,Metal Resistance,1,9.0577,8.3267
118746880,ChrA,Metal Resistance,1,9.4093,9.5863
120606320,CadA,Metal Resistance,1,9.8206,9.428
30314471,SmtA,Metal Resistance,1,9.9211,NA
113945200,TerC,Metal Resistance,1,10.7317,11.3583
26106263,czcD,Metal Resistance,1,9.8014,9.512
91226172,TerC,Metal Resistance,1,9.3772,8.6617
156450801,czcA,Metal Resistance,1,9.9508,8.5691
118027567,ChrA,Metal Resistance,1,8.5419,8.3525
120605814,pbrA,Metal Resistance,1,10.0083,NA
18076026,merP,Metal Resistance,1,9.6131,9.4042
77961783,CadA,Metal Resistance,1,8.6989,8.7851
126667582,ArsC,Metal Resistance,1,10.2346,8.4755
13093629,ZntA,Metal Resistance,1,8.7213,NA
145409111,CopA,Metal Resistance,1,9.0942,NA
34330302,ZntA,Metal Resistance,1,10.3038,9.0664
124363426,CadA,Metal Resistance,1,9.6956,9.1918
116612878,CadA,Metal Resistance,1,8.5286,NA
115256305,silP,Metal Resistance,1,8.7712,NA
42558534,CadA,Metal Resistance,1,9.689,8.0505
88812717,TerC,Metal Resistance,1,9.2197,9.0505
84694339,CueO,Metal Resistance,1,11.2159,9.8191
84684763,ChrA,Metal Resistance,1,9.3019,9.2131
108765878,CadA,Metal Resistance,1,8.6041,NA
124260305,ArsC,Metal Resistance,1,9.0016,8.4896
110623038,arsB,Metal Resistance,1,9.5947,9.4478
148262172,czcA,Metal Resistance,1,9.4525,8.7227
116742820,czcD,Metal Resistance,1,10.142,10.4261
118504792,CopA,Metal Resistance,1,10.7825,9.8863
86165537,czcD,Metal Resistance,1,8.6832,NA
57016825,CopA,Metal Resistance,1,11.1152,10.9406
119855648,TerC,Metal Resistance,1,9.2121,9.531
114548970,mer,Metal Resistance,1,9.5398,9.5753
90418216,ChrA,Metal Resistance,1,8.3189,8.5572
89897111,TehB,Metal Resistance,1,9.3002,8.4276
88858182,czcA,Metal Resistance,1,10.1542,10.3996
13472245,CopA,Metal Resistance,1,10.9498,9.9349
151281317,czcA,Metal Resistance,1,10.2541,8.3681
119718729,czcD,Metal Resistance,1,9.5125,NA
118068179,TehB,Metal Resistance,1,8.4582,NA
116700254,CopA,Metal Resistance,1,9.7933,8.857
153004092,CopA,Metal Resistance,1,9.062,8.6227
154161986,CadA,Metal Resistance,1,9.6822,9.4481
73660244,mer,Metal Resistance,1,11.3999,10.3462
83718002,CopA,Metal Resistance,1,9.636,NA
91793002,ArsC,Metal Resistance,1,9.7299,NA
68239849,czcD,Metal Resistance,1,9.0383,9.837
18313568,ZntA,Metal Resistance,1,9.9909,8.5592
146313505,merP,Metal Resistance,1,9.1346,9.22
3378201,TehB,Metal Resistance,1,8.6298,9.172
144899226,czcD,Metal Resistance,1,10.2489,9.3547
108763297,ZntA,Metal Resistance,1,11.5483,NA
148850789,ChrA,Metal Resistance,1,9.0599,8.6457
133740357,ArsC,Metal Resistance,1,8.9565,8.164
2983586,CueO,Metal Resistance,1,10.2533,8.0501
113871488,mer,Metal Resistance,1,9.9916,9.0556
153797773,CopA,Metal Resistance,1,10.747,9.3674
50123272,ZntA,Metal Resistance,1,10.0224,10.411
33415335,ChrA,Metal Resistance,1,10.028,9.9396
77996972,CopA,Metal Resistance,1,8.8575,8.4608
119714242,merB,Metal Resistance,1,9.9823,8.9016
114776656,ZntA,Metal Resistance,1,10.7349,NA
154496314,ChrA,Metal Resistance,1,10.3949,8.5264
38049254,mer,Metal Resistance,1,10.8141,10.1926
119535241,CopA,Metal Resistance,1,8.6329,NA
92432771,czcD,Metal Resistance,1,8.6401,NA
154088927,ChrA,Metal Resistance,1,8.6666,8.6855
5458357,ZntA,Metal Resistance,1,8.6822,8.2061
114551007,czcD,Metal Resistance,1,9.0466,NA
114762610,ZntA,Metal Resistance,1,9.2522,9.607
119537106,czcD,Metal Resistance,1,8.8222,NA
146275730,CopA,Metal Resistance,1,9.9145,9.2663
154156862,czcD,Metal Resistance,1,9.1166,9.0085
120588670,CopA,Metal Resistance,1,9.375,9.624
127511736,ChrA,Metal Resistance,1,9.5009,NA
125972766,CadA,Metal Resistance,1,9.3835,9.3109
121604165,CopA,Metal Resistance,1,9.1887,8.2371
121606885,pbrA,Metal Resistance,1,9.2825,NA
120325952,czcD,Metal Resistance,1,10.1922,9.0921
110169427,TerZ,Metal Resistance,1,10.7156,NA
83955194,ZntA,Metal Resistance,1,9.0635,9.4061
90305607,CopA,Metal Resistance,1,8.9756,8.2051
85707382,nreB,Metal Resistance,1,9.8576,8.9941
110337349,CopA,Metal Resistance,1,10.5908,10.2087
85860285,CorC,Metal Resistance,1,10.2447,10.0562
82741594,TerC,Metal Resistance,1,9.1053,NA
14582626,silC,Metal Resistance,1,9.6829,NA
85858341,ZntA,Metal Resistance,1,9.2554,NA
2624376,CadA,Metal Resistance,1,10.1486,9.5086
149949240,ChrA,Metal Resistance,1,8.6262,NA
27467253,arsB,Metal Resistance,1,9.3324,8.2354
78693025,CopA,Metal Resistance,1,8.6889,8.6054
29610016,TerZ,Metal Resistance,1,8.7238,NA
113940140,pbrA,Metal Resistance,1,9.3385,8.6394
107103204,ZntA,Metal Resistance,1,9.9835,NA
52629426,mer,Metal Resistance,1,8.6275,NA
56314322,ArsA,Metal Resistance,1,8.2588,NA
146302031,czcA,Metal Resistance,1,9.008,NA
118728536,CopA,Metal Resistance,1,9.2044,NA
146156567,ChrA,Metal Resistance,1,10.3381,10.1923
83359470,CopA,Metal Resistance,1,9.2836,NA
56551811,CopA,Metal Resistance,1,9.3382,8.7909
46437135,czcD,Metal Resistance,1,8.7157,NA
54027542,TerZ,Metal Resistance,1,9.9444,9.0685
126358823,czcC,Metal Resistance,1,8.8315,NA
150275048,ChrA,Metal Resistance,1,9.0249,8.2066
78697507,CopA,Metal Resistance,1,9.0046,8.3417
149951551,CadA,Metal Resistance,1,11.3413,11.3519
147830147,CadA,Metal Resistance,1,9.4472,8.5501
106775442,CopA,Metal Resistance,1,8.8514,NA
85713827,czcA,Metal Resistance,1,9.6406,8.4533
154158647,CopA,Metal Resistance,1,9.1232,NA
20521522,arsB,Metal Resistance,1,10.0886,8.3266
92393586,TerC,Metal Resistance,1,8.6538,NA
62896434,merT,Metal Resistance,1,8.6535,8.3098
23821232,mer,Metal Resistance,1,9.1933,NA
67538354,czcD,Metal Resistance,1,10.6097,9.4372
110827668,ChrA,Metal Resistance,1,10.0797,9.4854
113909532,czcA,Metal Resistance,1,8.4222,NA
93006832,czcD,Metal Resistance,1,9.8115,NA
78498745,czcA,Metal Resistance,1,11.1512,10.3487
37963677,CopA,Metal Resistance,1,9.1608,8.6182
71279318,CopA,Metal Resistance,1,8.7832,NA
88705723,czcD,Metal Resistance,1,11.0838,NA
68008595,ZntA,Metal Resistance,1,8.8718,NA
77974412,ArsC,Metal Resistance,1,9.6238,NA
68549269,CopA,Metal Resistance,1,10.2522,NA
57235066,TerC,Metal Resistance,1,9.0396,8.726
148568682,CopA,Metal Resistance,1,9.2307,8.2921
124894210,ChrA,Metal Resistance,1,8.9231,NA
119818411,silC,Metal Resistance,1,9.0156,NA
114324636,CopA,Metal Resistance,1,8.865,10.5724
114762066,CopA,Metal Resistance,1,8.7732,NA
67939261,CopA,Metal Resistance,1,11.2035,10.3252
89353179,ChrA,Metal Resistance,1,9.6861,9.7894
126627124,TerZ,Metal Resistance,1,9.0435,9.1708
121518080,CopA,Metal Resistance,1,8.671,NA
15807213,TerZ,Metal Resistance,1,8.8757,10.3384
133740356,arsB,Metal Resistance,1,9.2739,8.4079
110338015,CopA,Metal Resistance,1,9.0969,NA
16125059,silC,Metal Resistance,1,8.5138,NA
111282116,CopA,Metal Resistance,1,9.9362,9.2083
114335906,SilA,Metal Resistance,1,10.1949,9.0248
78360019,ZntA,Metal Resistance,1,10.1656,9.2327
495646,CadA,Metal Resistance,1,10.5405,8.6521
56180234,ArsC,Metal Resistance,1,9.243,NA
71906690,CopA,Metal Resistance,1,9.4528,NA
154161105,CopA,Metal Resistance,1,8.9526,8.7254
95133718,ZntA,Metal Resistance,1,8.8305,8.7189
148838027,czcD,Metal Resistance,1,10.728,NA
44662914,TerZ,Metal Resistance,1,8.6488,NA
84352334,silC,Metal Resistance,1,8.9732,NA
120596349,czcA,Metal Resistance,1,9.0867,9.2763
20906296,czcD,Metal Resistance,1,9.1138,9.4041
23494189,ChrA,Metal Resistance,1,8.8419,NA
78684835,ChrA,Metal Resistance,1,9.7246,11.1584
109624840,ZntA,Metal Resistance,1,9.0817,8.43
119447721,silC,Metal Resistance,1,9.1572,10.5864
146451063,merP,Metal Resistance,1,10.8185,10.3019
158318273,CopA,Metal Resistance,1,9.118,8.7822
74276267,CopA,Metal Resistance,1,10.1667,NA
86558602,pbrT,Metal Resistance,1,8.7954,8.7915
134288165,ChrA,Metal Resistance,1,11.1421,11.0141
112800955,CopA,Metal Resistance,1,8.4667,8.3523
91709646,czcA,Metal Resistance,1,8.8379,8.2684
91202858,CopA,Metal Resistance,1,9.6295,9.2845
41395795,TehB,Metal Resistance,1,9.3979,9.013
126590269,czcD,Metal Resistance,1,9.6391,8.5813
74276793,czcD,Metal Resistance,1,9.5191,8.697
149232839,TerC,Metal Resistance,1,11.2465,9.0976
152979181,czcD,Metal Resistance,1,10.0783,10.5307
114707623,TerC,Metal Resistance,1,9.7114,NA
21115235,czcD,Metal Resistance,1,8.4813,NA
153804427,CorC,Metal Resistance,1,10.6025,9.4891
156934759,ZitB,Metal Resistance,1,9.6584,8.5514
54027836,ArsC,Metal Resistance,1,8.8147,NA
146410634,SilA,Metal Resistance,1,8.5419,8.3402
110286166,CopA,Metal Resistance,1,9.9414,9.9972
114767551,ChrA,Metal Resistance,1,9.512,9.3609
51451372,arsB,Metal Resistance,1,8.5988,9.1669
116333062,cadBD,Metal Resistance,1,9.2409,8.5431
121529687,ChrA,Metal Resistance,1,8.8361,8.4056
73748117,TerC,Metal Resistance,1,9.439,8.4404
110679646,ArsC,Metal Resistance,1,10.0659,9.5224
148852607,ChrA,Metal Resistance,1,9.726,8.8457
77866099,czcD,Metal Resistance,1,8.94,NA
35214984,TerC,Metal Resistance,1,9.6909,9.1315
11691635,ArsC,Metal Resistance,1,10.2974,9.6917
120609491,ChrA,Metal Resistance,1,11.3648,11.138
27348949,ZntA,Metal Resistance,1,8.3245,NA
158141895,ChrA,Metal Resistance,1,9.5907,9.372
114778865,ArsC,Metal Resistance,1,9.13,NA
118664168,CadA,Metal Resistance,1,9.8287,NA
121530811,czcD,Metal Resistance,1,8.3626,NA
52082141,ChrA,Metal Resistance,1,10.8862,10.4861
84778733,TerC,Metal Resistance,1,9.1251,9.3062
28204277,TerD,Metal Resistance,1,8.6977,8.5668
71039122,nreB,Metal Resistance,1,10.0726,9.7399
67538514,ChrA,Metal Resistance,1,11.0884,10.3432
77978516,CadA,Metal Resistance,1,9.7262,9.1914
153796047,ChrA,Metal Resistance,1,8.9926,9.148
152978706,CopA,Metal Resistance,1,9.8992,9.1546
4633808,CopA,Metal Resistance,1,8.71,8.4565
139478551,mer,Metal Resistance,1,9.253,NA
94731289,CopA,Metal Resistance,1,10.3581,8.9012
91776791,ChrA,Metal Resistance,1,9.4266,NA
109898385,ZntA,Metal Resistance,1,9.0269,9.1171
139478541,mer,Metal Resistance,1,8.722,8.1423
93006469,ZntA,Metal Resistance,1,8.6526,7.9883
115422735,silC,Metal Resistance,1,10.4841,8.4018
145322504,czcD,Metal Resistance,1,8.8529,NA
86567195,TerC,Metal Resistance,1,8.7855,NA
62896435,merP,Metal Resistance,1,9.5588,NA
71735171,TerZ,Metal Resistance,1,9.3091,8.9591
121605481,ArsC,Metal Resistance,1,8.8419,NA
73540091,mer,Metal Resistance,1,9.1778,9.4486
84713420,ZntA,Metal Resistance,1,9.3833,8.535
148847730,silP,Metal Resistance,1,9.3626,8.321
89345586,silC,Metal Resistance,1,8.6314,8.1374
56680079,CopA,Metal Resistance,1,9.2516,NA
88700022,mer,Metal Resistance,1,9.1733,9.7526
85707360,CopA,Metal Resistance,1,8.5253,NA
156452021,CadA,Metal Resistance,1,8.8748,9.5108
119458982,ArsC,Metal Resistance,1,8.6498,8.6421
157370568,ChrA,Metal Resistance,1,9.0008,8.2983
120437263,CopA,Metal Resistance,1,9.8359,9.7223
75676104,ArsC,Metal Resistance,1,9.2798,9.308
85059831,ZntA,Metal Resistance,1,8.9696,8.755
84382815,czcD,Metal Resistance,1,9.077,9.5594
52784176,TerZ,Metal Resistance,1,8.7509,NA
83746333,ChrA,Metal Resistance,1,9.2991,8.9977
115258647,CadA,Metal Resistance,1,9.3815,8.5155
148272217,CopA,Metal Resistance,1,8.6601,8.3372
56381258,czcD,Metal Resistance,1,8.6697,9.084
115367244,CopA,Metal Resistance,1,8.6038,NA
91721365,TerZ,Metal Resistance,1,8.5296,NA
93352995,czcD,Metal Resistance,1,8.8918,NA
78195281,TehB,Metal Resistance,1,9.0742,NA
157371599,czcA,Metal Resistance,1,10.1275,NA
88795283,mer,Metal Resistance,1,10.6427,10.2355
157370717,silC,Metal Resistance,1,8.9292,NA
46913619,TerC,Metal Resistance,1,11.2407,NA
71839530,czcA,Metal Resistance,1,9.2192,9.0194
119864244,czcD,Metal Resistance,1,8.9352,8.5468
119513368,ChrA,Metal Resistance,1,8.8794,NA
90304036,ChrA,Metal Resistance,1,8.7767,NA
38505862,ArsC,Metal Resistance,1,10.025,9.1611
56419124,ArsC,Metal Resistance,1,9.0825,NA
68230223,TerC,Metal Resistance,1,10.0687,NA
86359309,ZntA,Metal Resistance,1,9.277,NA
124267712,ChrA,Metal Resistance,1,9.1087,8.2771
78367707,CopA,Metal Resistance,1,11.4354,10.731
16410502,ZntA,Metal Resistance,1,9.263,NA
112822821,TerZ,Metal Resistance,1,9.7786,9.6653
103488536,ChrA,Metal Resistance,1,8.9603,8.6988
115422656,ChrA,Metal Resistance,1,10.0226,9.897
16331908,ZntA,Metal Resistance,1,8.7216,NA
119536429,ChrA,Metal Resistance,1,8.7707,NA
86573698,czcA,Metal Resistance,1,8.3166,NA
144897350,CopA,Metal Resistance,1,8.7106,8.5222
119872935,CopA,Metal Resistance,1,10.4163,9.3365
28558906,nreB,Metal Resistance,1,9.9826,9.3136
85823564,ZntA,Metal Resistance,1,9.4137,NA
85086375,ZntA,Metal Resistance,1,10.8211,NA
88817073,ChrA,Metal Resistance,1,9.3282,8.7182
17430780,silC,Metal Resistance,1,10.1997,11.1888
123440611,CopA,Metal Resistance,1,10.331,10.2373
78695344,czcD,Metal Resistance,1,10.3583,9.6024
54018931,TehB,Metal Resistance,1,8.9705,8.7639
84695870,ChrA,Metal Resistance,1,11.3695,8.5201
116096311,czcD,Metal Resistance,1,8.623,NA
158439720,ChrA,Metal Resistance,1,9.2039,NA
156864227,ChrA,Metal Resistance,1,10.3928,10.0784
89160515,ChrA,Metal Resistance,1,8.6736,8.2524
106766410,ChrA,Metal Resistance,1,9.3451,NA
16124558,czcD,Metal Resistance,1,9.5119,8.2458
44662915,TerD,Metal Resistance,1,8.3155,NA
67532411,ChrA,Metal Resistance,1,10.8539,10.7801
68264127,mer,Metal Resistance,1,8.9964,9.2234
39997233,czcA,Metal Resistance,1,9.7931,9.762
56068671,merT,Metal Resistance,1,10.5465,9.8325
153814519,CopA,Metal Resistance,1,8.5897,NA
94497023,ArsC,Metal Resistance,1,NA,NA
126737435,nreB,Metal Resistance,1,NA,8.8732
88916643,czcD,Metal Resistance,1,NA,NA
85058869,ZitB,Metal Resistance,1,NA,NA
110283124,ArsC,Metal Resistance,1,NA,NA
90265334,arsB,Metal Resistance,1,NA,NA
118075140,CopA,Metal Resistance,1,NA,NA
17935100,ZntA,Metal Resistance,1,NA,8.7826
22299753,ZntA,Metal Resistance,1,NA,8.8937
27526400,silC,Metal Resistance,1,NA,NA
87302472,ZntA,Metal Resistance,1,NA,8.4288
148850790,ChrA,Metal Resistance,1,NA,8.7649
158108920,CopA,Metal Resistance,1,NA,NA
47572214,ArsC,Metal Resistance,1,NA,8.2223
119816225,CopA,Metal Resistance,1,NA,8.4113
145568841,ArsC,Metal Resistance,1,NA,NA
124496940,ChrA,Metal Resistance,1,NA,9.1029
13425442,TerC,Metal Resistance,1,NA,NA
15791027,ZntA,Metal Resistance,1,NA,NA
158108159,TerZ,Metal Resistance,1,NA,NA
152975463,CorC,Metal Resistance,1,NA,NA
157679815,TerZ,Metal Resistance,1,NA,NA
145297644,ArsA,Metal Resistance,1,NA,NA
119483160,czcD,Metal Resistance,1,NA,8.4779
134103041,CopA,Metal Resistance,1,NA,NA
108765844,mer,Metal Resistance,1,NA,8.4923
69286721,TerZ,Metal Resistance,1,NA,8.1281
93354836,ZntA,Metal Resistance,1,NA,NA
83816696,ZntA,Metal Resistance,1,NA,8.5276
88794409,CusA,Metal Resistance,1,NA,NA
108466697,CusA,Metal Resistance,1,NA,8.9585
145250827,czcD,Metal Resistance,1,NA,NA
148556614,czcA,Metal Resistance,1,NA,NA
119715618,ChrA,Metal Resistance,1,NA,8.8545
17739598,CopA,Metal Resistance,1,NA,8.2756
